contraction,expansion
tacut,takut
takot,takut
takuut,takut
takut2,takut takut
talâ,tala
tambsh,tambah
tambain,tambahkan
tampakan,tampakkan
tamparin,tampari
tampiln,tampilan
tanahekan,tanah ekan
tancep,tancap
tanda2,tanda tanda
tandatangan,tanda tangan
tandatangani,tanda tangani
tanganin,tangani
tanggepin,tanggapi
tanggungjawab,tanggung jawab
tanggung2,tanggung tanggung
tangkappengunggahchatmesum,tangkap pengunggah obrolan mesum
tangkapsukmawati,tangkap sukmawati
tankap2,tangkap tangkap
tandjung,tanjung
tanjungpinang,tanjung pinang
tanp,tanpa
tanpacacimakidanfitnah,tanpa caci maki dan fitnah
tantebinal,tante binal
tantebugil,tante bugil
tantegirang,tante girang
tantekesepian,tante kesepian
tantemontok,tante montok
tantesemo,tante semok
taau,tau
soulmatenya,teman akrabnya
specheslah,terdiam
suwon,terima kasih
t3ta,tetap
t3tapjokowi2019,tetap jokowi 2019
taif,thaif
tailand,thailand
takleh,tidaklah
tadz,ustaz
syaitu,yaitu
tul,betul
titipin,dititipkan
tuhh,itu
tukan,itukan
tongseriusteuingah,jangan serius banget ah
thaa,kah
testcase,kasus tes
trangan,lebih terang
timeline,lini masa
timeline2,lini masa
tumpakke,menaikan
tewaskan,menewaskan
toong,mengintip
tidurin,meniduri
tindaklanjuti,menindaklanjuti
torehkan,menorehkan
terspektakuler,paling spektakuler
thinkers,pemikir
tetel,potong
tsah,sah
trash,sampah
tetiba,setibanya
tidaknya,setidaknya
than,tahan
teu,tau
thu,tahu
tmii,taman mini indonesia indah
tmhain,tambahkan
thampines,tampines
tnah,tanah
tngan,tangan
tnp,tanpa
tgk,tegak
tgur,tegur
theist,teisme
tex,teks
tivi,televisi
tipinya,televisinya
tmn2,teman teman
tkp,tempat kejadian perkara
tps,tempat pemungutan suara
tka,tenaga kerja asing
tkacinatakterkendali,tenaga kerja asing cina tak terkendali
tki,tenaga kerja indonesia
tkw,tenaga kerja wanita
tngok,tengok
tni,tentara nasional indonesia
tmmd,tentara nasional indonesia manunggal membangun desa
tiori,teori
trang,terang
traniaya,teraniaya
tras,teras
trasa,terasa
trerasi,terasi
trbaik,terbaik
terupdate,terbaru
trbuang,terbuang
trbuka,terbuka
terxium,tercium
trhadap,terhadap
triak,teriak
treak2,teriak teriak
thank,terima kasih
thaqeef,terima kasih
thankful,terima kasih banyak
trjd,terjadi
trjdi,terjadi
trkdg,terkadang
trkendali,terkendali
trlebih,terlebih
trlewat,terlewat
trlibat,terlibat
trmsuk,termasuk
trsalurkan,tersalurkan
trsbt,tersebut
tetsesat,tersesat
trsusun,tersusun
ttntng,tertantang
trtarik,tertarik
trtentu,tertentu
ttntu,tertentu
tertaip,tertib
tertylap,tertilap
tetibaan,tertimpa
ttindas,tertindas
texted,tertulis
trubus,terubus
teruus,terus
teus,terus
terus2an,terus terusan
truskan,teruskan
terurama,terutama
teruta,terutama
test,tes
testi,testimoni
testimony,testimoni
tetang,tetangga
teta,tetap
teteepp,tetap
tetapjokowi,tetap jokowi
tetapjokowi2019,tetap jokowi 2019
thai,thailand
themuslim500,the muslim
therichchenle,the rich chenle
thestoryofgod,the story of god
theorikal,theoretical
tomas,thomas
thomasubercup2018,thomas uber cup 2018
tho,though
tiap2,tiap tiap
tibatiba,tiba tiba
tibe2,tiba tiba
tida,tidak
tidack,tidak
tidah,tidak
tidakbb,tidak
tidk,tidak
tido,tidak
tikep,tidore kepulauan
tigebelas,tiga belas
tiga2,tiga tiga
tikaudjoonbahanafm,tika udjo on bahana fm
tiker,tikar
tikus2,tikus tikus
tililing,tiling
tpf,tim pencari fakta
timtim,tim tim
timnasday,timnas day
timorpride2018,timor periode 2018
timteng,timur tengah
tingga,tinggal
tinggl,tinggal
tgg,tinggi
tggi,tinggi
tghh,tinggi
tnggi,tinggi
tingkalakunya,tingkah lakunya
tkatkan,tingkatan
tingkatin,tingkatkan
tingkatkanâ investasi,tingkatkan investasi
tinjah,tinja
tinto,tinta
thionghoa,tionghoa
tionghua,tionghoa
tionghwa,tionghoa
tiptop,tip top
thyroid,tiroid
tititsma,titit sma
tititsmp,titit smp
tohh,toh
thok,tok
toke2,tokek tokek
toketgede,toket gede
toketmulus,toket mulus
tokosrikandi,toko srikandi
toko2,toko toko
tkoh,tokoh
tokohmuslimberpengaruh,tokoh muslim berpengaruh
tokohperubahan,tokoh perubahan
tokoh2,tokoh tokoh
tokyoghoul,tokyo ghoul
tolakcukaiilegal,tolak cukai ilegal
tolakdap,tolak dewan adat papua
tolakpakatan,tolak pakatan
tolakpemimpinkafir,tolak pemimpin kafir
tolakperppuantiislam,tolak peraturan pemerintah pengganti undang undang anti islam
tolakperppuotoriter,tolak peraturan pemerintah pengganti undang undang otoriter
tolakperprestka,tolak peraturan presiden tenaga kerja asing
tulgung,tolong
tomy,tommy
tomohoninternationalflowerfestival,tomohon international flower festival
topup,top up
toel2in,towel towel
tppilampung,tppi lampung
tppisumbar,tppi sumbar
trans7sahursegerr9,trans7 sahur segar
tranksaksi,transaksi
transaksipolitik,transaksi politik
transakdional,transaksional
transpuan,transgender perempuan
transpâ,transparan
troma,trauma
trend,tren
trendnya,trennya
triliyun,triliun
trilliun,triliun
trilyun,triliun
triliyunan,triliunan
trilyunan,triliunan
trumpâ,trump
trumph,trump
tue,tua
tgb,tuan guru bajang
tgbpemimpinumat,tuan guru bajang pemimpin umat
tgbpresiden2019,tuan guru bajang presiden 2019
tgbuntukindonesia,tuan guru bajang untuk indonesia
tgbforindonesia2019,tuan guru bajang untuk indonesia 2019
tgbuntukindonesia2019,tuan guru bajang untuk indonesia 2019
tgbzainulmajdi2019,tuan guru bajang zainul majdi 2019
tuangurucabul,tuan guru cabul
tuan2,tuan tuan
tuamu,tuanmu
tuduhannmu,tuduhanmu
tugas2,tugas tugas
tujuan2,tujuan tujuan
tkng,tukang
tukag,tukang
tuker,tukar
tolah,tulah
tulalitt,tulalit
tulang2,tulang tulang
tili,tuli
tulisan2,tulisan tulisan
tulis2in,tuliskan
tumbangkn,tumbangkan
tumbangkanjokowi,tumbangkan jokowi
tumbangkanjokowiradikal,tumbangkan jokowi radikal
tuney,tunai
tumbur,tunas
thr,tunjangan hari raya
tunjukilah,tunjukanlah
tuntuna,tuntunan
trunkn,turunkan
tipiwan,tvone
thaad,ustaz
tertanya,yang ditanyai
thy,your
tvshow,acara televisi
uwu,ai
uwuwuww,ai
uyghur,ai
uyhgur,ai
uing,aku
weird,aneh
uanjing,anjing
wasuu,anjing
whatever,apapun
zhong,apes
zonk,apes
usep,asep
ulamak,astaga
yuh,ayo
yukk,ayo
yukp,ayo
yuks,ayo
yut,ayo
yuuk,ayo
yuknabung,ayo menabung
yukngaji,ayo mengaji
yukpromosikanasiangames18,ayo promosikan asian games 2018
wazhab,azab
vau,bau
urg,belum
varokah,berkah
twitteran,bermain twitter
usual,biasanya
umyun,buta
vilage,desa
wantimpres,dewan pertimbangan presiden
two,dua
twice,dua kali
twoshoot,dua tembakan
uenak,enak
yummy,enak
wave,gelombang
zhengting,genting
wahahahaha,haha
whahahaahaha,haha
whuahahahah,haha
wei,hai
weii,hai
wishnya,harapannya
wey,he
weyh,he
yahut,hebat
zz,hem
yey,hore
yeyy,hore
ujan,hujan
ujan2,hujan hujanan
ummi,ibu
wasatiyatislam,islam moderat
wife,istri
yaap,iya
yaapss,iya
yao,iya
yaoi,iya
yee,iya
yeh,iya
yeho,iya
yelah,iya
yeshh,iya
yoj,iya
yoo,iya
yooa,iya
yuhu,iya
yuhuu,iya
yui,iya
yegak,iya atau tidak
yebin,iya biarkan
yadong,iya dong
yy,iya iya
yakan,iyakan
yekan,iyakan
yeeuh,jijik
yeu,jijik
yeuh,jijik
yeuhh,jijik
yuta,juta
unnie,kakak perempuan
wechooserahmah,kami pilih rahmah
ur,kamu
youu,kamu
wag,kekasih
weaknessnya,kelemahannya
wareg,kenyang
volunteerism,kesukarelaan
unfairness,ketidakadilan
while,ketika
typingnya,ketikannya
victim,korban
ucink,kucing
turtle,kura kura
walter,laki laki
vs,lawan
turah,lebih
weru,lihat
warbiasak,luar biasa
warrbisah,luar biasa
wear,memakai
videoin,memvideo
win,menang
typing,mengetik
ungguli,mengungguli
visit,mengunjungi
untungkan,menguntungkan
watching,menonton
tutupi,menutupi
tutupin,menutupi
undeestimate,menyepelekan
underestimate,menyepelekan
waspadai,mewaspadai
wawancarain,mewawancarai
wasatiyah,moderat
wasatiyat,moderat
watasiyat,moderat
zonkey,monyet
winters,musim dingin
uname,nama pengguna
unem,nama pengguna
usher,nama pengguna
unamenya,nama penggunanya
yawa,nyawa
ui,oi
uwoy,oi
wo,oi
woe,oi
woey,oi
woii,oi
wooii,oi
wooui,oi
wooy,oi
wooyy,oi
woy,oi
woyy,oi
uke,oke
villager,orang desa
wonge,orangnya
utak,otak
uteknya,otaknya
vadjadjaran,padjadjaran
wahala,pahala
uncle,paman
vasti,pasti
waiters,pelayan
updaters,pembaru
updateannya,pembaruan
ultrasnya,pendukung fanatiknya
walpri,pengawal pribadi
user,pengguna
usage,penggunaan
upgrade,peningkatan
witch,penyihir
wor,perang
twitwor,perang twit
walkout,pergi
utangan,pinjaman
wowo,prabowo
wowok,prabowo
updating,proses pembaruan
udelnya,pusarnya
wiig,rambut palsu
umoh,rumah
wrong,salah
typo,salah ketik
very,sangat
woles,santai
zapi,sapi
ukhti,saudari
ukhti2,saudari saudari
wilujeng,selamat
tyap,setiap
voice,suara
ud,sudah
udab,sudah
ude01,sudah
udeeh,sudah
udehh,sudah
wess,sudah
wis,sudah
ws,sudah
wisan,sudahan
udahlah,sudahlah
weslah,sudahlah
walaahh,sumpah
zuzu,susu
usyriyah,syriyah
turtable,tabel kebenaran
year,tahun
without,tanpa
tvri,televisi republik indonesia
venue,tempat
ujug2,tiba tiba
ujuk2,tiba tiba
ujungujung,tiba tiba
tydac,tidak
tydak,tidak
useless,tidak berguna
unbranded,tidak bermerek
unpub,tidak dipublikasikan
unskilled,tidak terampil
tyo,tio
type,tipe
typekal,tipikal
typical,tipikal
urani,tirani
tytyd,titit
wc,toilet
tuwek,tua
wait,tunggu
turret,turet
turkey,turki
turnament,turnamen
turo,turonggo
turun2,turun turun
tweet2,tweet tweet
twee,twit
tweeps,twit
tweetdsap,twit
tweets,twit
twet,twit
twip,twit
twips,twit
twitt,twit
twiy,twit
tweetnya,twitnya
twatter,twitter
tweeter,twitter
twiter,twitter
tyasmirasih,tyas mirasih
uangkita,uang kita
ucpn,ucapan
ucapakan,ucapkan
uddin,udin
ugal2an,ugal ugalan
ugh,uh
ush,uh
uuhh,uh
uunncchh,uh
uhuww,uhuy
woo,uhuy
woohoo,uhuy
ujin,ujian
uas,ujian akhir semester
umptn,ujian masuk perguruan tinggi nasional
un,ujian nasional
unbk,ujian nasional berbasis komputer
uts,ujian tengah semester
ujung2,ujung ujung
ujung2nya,ujung ujungnya
ukwah,ukhuwah
ulakkarang,ulak karang
ulamaâ,ulama
ulamað,ulama
ulama2an,ulama bohongan
ulama2,ulama ulama
ulangtahun,ulang tahun
ulangtaun,ulang tahun
ulang2,ulang ulang
ulasanya,ulasannya
ultrakanan,ultra kanan
uv,ultra violet
umaraâ,umara
umaro,umara
umaroh,umara
umatbersamasaksi,umat bersama saksi
ummatnha,umatnya
umroh,umrah
umur2,umur umur
undang2,undang undang
uu,undang undang
uud,undang undang dasar
uud45,undang undang dasar 1945
unfol,unfollow
upfoll,unfollow
ungkit2,ungkit ungkit
uae,uni emirat arab
unisoviet,uni soviet
uk,united kingdom
usa,united state of america
univ,universitas
universiti,universitas
university,universitas
universityâ,universitas
ub,universitas brawijaya
uin,universitas islam negeri
unkris,universitas kristen
unm,universitas negeri malang
unpad,universitas negeri padjadjaran
unnes,universitas negeri semarang
untan,universitas tanjungpura
untar,universitas tarumanegara
universiti2,universitas universitas
unt,untuk
untuak,untuk
unutk,untuk
utuk,untuk
untrakyat,untuk rakyat
untung2an,untung untungan
uupa,upah
umr,upah minimum regional
upone,upon
upss,ups
urusn,urusan
urusin,uruskan
ukm,usaha kecil menengah
umkm,usaha mikro kecil dan menengah
usirchina,usir cina
usirdubesmyanmar,usir kedutaan besar myanmar
usluf,uslub
ustmani,usmani
uss,ussr
ust,ustaz
ustadz,ustaz
ustd,ustaz
ust2,ustaz ustaz
ustad2,ustaz ustaz
ustadz2,ustaz ustaz
ustd2,ustaz ustaz
uthman,utsman
utusanmalaysia,utusan malaysia
utusanonline,utusan online
udzur,uzur
valik,valak
validnya,validitasnya
ver,versi
vii,vi
videobokep,video bokep
vidkep,video bokep
videobokepgrat,video bokep gratis
vcs,video call sex
vclip,video klip
videomesum,video mesum
videongentot,video ngentot
vikinganjing,viking anjing
villa,vila
vincesius,vincentius
vinyl,vinil
virakan,viralkan
viralin,viralkan
visualnya,visualisasinya
viv4jokowi,viva jokowi
vivov9,vivo
vivov9grandlaunch,vivo
vocal,vokal
waba,wabah
wadaauuww,waduh
wadaw,waduh
wadidaw,waduh
waduuh,waduh
wala,waduh
wllh,waduh
wlo,waduh
waah,wah
wahh,wah
wal,wah
wehh,wah
woh,wah
wohh,wah
yua,wah
wagelaseh,wah gila sih
waaini,wah ini
waini,wah ini
wainna,wah ini
wahbrot,wah saudara
wagakbener,wah tidak benar
wahabrer,wah tidak benar
wah2,wah wah
wahhabi,wahabi
wahabism,wahabisme
wajae,wajahnya
wajahâ,wajahnya
wajahx,wajahnya
wjar,wajar
wajar2,wajar wajar
wajarla,wajarlah
wamil,wajib militer
waji,wajik
wagub,wakil gubernur
wagubku,wakil gubernurku
wagubnya,wakil gubernurnya
waketum,wakil ketua umum
wapres,wakil presiden
wapresnya,wakil presidennya
wapresnye,wakil presidennya
wib,waktu indonesia bagian barat
wayahe,waktunya
walaipun,walaupun
walaupon,walaupun
walupun,walaupun
walikota,wali kota
walkot,wali kota
walikotanya,wali kotanya
walisongo,wali songo
wanita2,wanita wanita
waqiâ,waqiah
wn,warga negara
wargapribumiasli,warga pribumi asli
warisanâ,warisannya
wartawan2,wartawan wartawan
wrung,warung
warnet,warung internet
warteg,warung tegal
warung2,warung warung
wasite,wasitnya
waspadapki,waspada partai komunis indonesia
waspadailah,waspadalah
waspadanya,waspadalah padanya
wslm,wassalam
wassalammualaikum,wassalammualaykum
watrpad,wattpad
wawancaraeksklusif,wawancara eksklisif
wgl,we get love
wenangan,wejangan
wel,well
wtf,what the fuck
wassapnya,whatsappnya
wefie,wifi
wilyah,wilayah
wilayah2,wilayah wilayah
wne,wine
wirosableng,wiro sableng
wisatakaltim,wisata kalimantan timur
waakaakaak,wkwk
wakaka,wkwk
wakakak,wkwk
wakakaka,wkwk
wakakakak,wkwk
wakakakaka,wkwk
wakakakakakak,wkwk
wakakkakkak,wkwk
wakaq,wkwk
wakwaww,wkwk
wek,wkwk
wekawekaweka,wkwk
wekekkeke,wkwk
wjdjiqksks,wkwk
wk,wkwk
wkaakakak,wkwk
wkakak,wkwk
wkakakakaka,wkwk
wkejwkkw,wkwk
wkk,wkwk
wkkw,wkwk
wkkwkk,wkwk
wkkwkw,wkwk
wkkwkwkw,wkwk
wkkwkwkwkw,wkwk
wkkww,wkwk
wks,wkwk
wksk,wkwk
wkw,wkwk
wkwkk,wkwk
wkwkkw,wkwk
wkwkkwk,wkwk
wkwkkwkw,wkwk
wkwkkwkwkw,wkwk
wkwkkwkwkwkwkq,wkwk
wkwks,wkwk
wkwkw,wkwk
wkwkwjjwjw,wkwk
wkwkwkakak,wkwk
wkwkwkk,wkwk
wkwkwkkwkw,wkwk
wkwkwkkwkwkwwk,wkwk
wkwkwkw,wkwk
wkwkwkwkk,wkwk
wkwkwkwkkw,wkwk
wkwkwkwkw,wkwk
wkwkwkwkwk,wkwk
wkwkwkwkwkk,wkwk
wkwkwkwkwkkw,wkwk
wkwkwkwkwkkwkwkw,wkwk
wkwkwkwkwkw,wkwk
wkwkwkwkwkwkk,wkwk
wkwkwkwkwkwkwk,wkwk
wkwkwkwkwkwkwkwk,wkwk
wkwkwkwkwkwkwkwkkwkwkwkwkwkwkwkkw,wkwk
wkwkwkwkwkwkwkwkwkwkwk,wkwk
wkwkwkwkwwkwkwkwkwkwkwk,wkwk
wkwkwkwwkkwkwkwkwk,wkwk
wkwkwkwwkwk,wkwk
wkwkwwk,wkwk
wkwwk,wkwk
wqwq,wkwk
wqwqwq,wkwk
wqwqwqwq,wkwk
wuakkakaa,wkwk
wwkkw,wkwk
wwkwkwkw,wkwk
wwsn,wkwk
wonderfulindonesia,woderful indonesia
worldcup2018,world cup 2018
waow,wow
wew,wow
woow,wow
wuah,wow
wusstt,wow
wournos,wuornos
winwen,xinwen
yab,ya
yað,ya
yha,ya
yaah,ya
yaakk,ya
yahh,ya
yas,ya
yuups,ya
yaallah,ya allah
yaallahh,ya allah
yaolo,ya allah
yasalam,ya allah
yassalam,ya allah
yawlah,ya allah
yaamfun,ya ampun
yampun,ya ampun
yagimanasih,ya bagaimana sih
yagitu,ya begitu
yai,ya iyalah
yaila,ya iyalah
yailaah,ya iyalah
yailah,ya iyalah
yaiyalah,ya iyalah
yakali,ya kali
yra,ya rabbal alamin
yauda,ya sudah
yaudahlah,ya sudahlah
yanga,ya tidak
yaola,ya tidak
yalord,ya tuhan
yaaelaa,yaelah
yaaelah,yaelah
yaelahh,yaelah
yahodi,yahudi
yahudii,yahudi
yahudilik,yahudi
yakini,yaitu
yakiin,yakin
yakiinn,yakin
yabg,yang
yanag,yang
yangg,yang
yant,yang
yynng,yang
zhang,yang
yangbagus,yang bagus
ybhg,yang berbahagia
ybs,yang bersangkutan
yll,yang lain lain
yme,yang maha esa
yangmembuat,yang membuat
yth,yang terhormat
yasadipura,yasa adipura
yaysn,yayasan
ylbhi,yayasan lembaga bantuan hukum indonesia
ylhbi,yayasan lembaga bantuan hukum indonesia
yal,yel
yall,yel
yell,yel
yogya,yogyakarta
ykwim,you know what i mean
yutub,youtube
yutup,youtube
yutuber,youtuber
yubaarik,yubarik
ucril,yusril
ym,yusuf mansyur
zainulmajdi,zainul majdi
zhalim,zalim
zmn,zaman
zar,zat
zionist,zionis
zoon,zoom
zuyle,zumi
netaas,menetas
keberpa,keberapa
eeeehhhh,eh
kata2nyaaa,kata katanya
hallo,halo
daah,dah
aaaaahhhh,ah
nyenengin,menyenangkan
gemesiin,menggemaskan
menyenangkn,menyenangkan
mnis2nya,manis manisnya
idolaa,idola
kaakk,kakak
baaiikkk,baik
telaatt,telat
kaak,kakak
loohhh,lo
yeee,iya
baguuuuus,bagus
gayany,gayanya
bnk,bank
awaas,awas
siip,sip
abizzzz,habis
kerrrrennnn,keren
lgu,lagu
kharismanya,karismanya
lgunya,lagunya
kereeeeennnn,keren
nyamain,menyamakan
lakik,laki
siippp,sip
kereeen,keren
wihhhhhh,weh
bingitsss,banget
kaloo,kalau
gimna,bagaimana
tuuh,itu
nyebur,mencebur
dbuat,dibuat
bangcat,bangsat
waoohhh,wah
dhe,deh
indahhh,indah
bgttt,banget
berarto,berarti
amiiinn,amin
aminnnn2,amin amin
amiiiin,amin
aminnn,amin
amiend,amin
yaaa,ya
ameen,amin
aminnnn,amin
amiiinnn,amin
mamer,memamerkan
jelase,jelas
uwakk,uak
njir,anjir
piiink,merah muda
astgfrullah,astagfirullah
yaaaaaa,ya
bangshad,bangsat
stagahhhh,astaga
iooo,lo
plampiasannn,pelampiasan
inghinn,ingin
dhi,di
mengherthii,mengerti
yanckh,sayang
chelalyyu,selalu
therchakitty,tersakiti
mauuuuu,mau
kaliii,kali
bangat,banget
dongg,dong
yokkk,ayo
sweger,segar
bingiit,banget
kebukaaa,terbuka
kayakk,kayak
asliii,asli
cntiknya,cantiknya
ngeliatnya,melihatnya
njerr,anjir
bingiiittttzzzz,banget
dooong,dong
hdk,hendak
jugaa,juga
mksud,maksud
mbakx,mbaknya
bejilbbnya,berjilbabnya
masio,masih
yahhh,ya
ugaaa,juga
jerewi,jerawat
jilbabnyaah,jilbabnya
yuuuk,ayo
warnaaa,warna
punyaaa,punya
sukaaak,suka
kebayanyaa,kebayanya
merekaaaa,mereka
jugaaa,juga
gilaaaa,gila
tiga2nya,tiga tiganya
emessss,gemas
ucullllll,lucu
bangeettt,banget
gemesshh,gemas
ampuunn,ampun
ciuuuummmm,cium
ngemeng,bicara
epe,apa
seehh,sih
ucul,lucu
astagfirrullah,astagfirullah
suerrr,sumpah
ntik,cantik
lucuuuu,lucu
ketawakkkk,ketawa
nakutin,menakutkan
malingg,maling
cocokk,cocok
niihh,nih
imutttttt,imut
satuuuuu,satu
sesekk,sesak
nafass,napas
cintaaaaaaa,cinta
lucuk,lucu
duluu,dulu
megang,memegang
kawinin,mengawini
nyaaa,nya
gemesin,menggemaskan
fotoin,foto
kaaa,kakak
ganteng2,ganteng ganteng
pcarny,pacarnya
kri,kiri
garuk2,garuk garuk
tembokk,tembok
kiriii,kiri
bungkusin,bungkuskan
dehhhh,deh
kakk,kakak
ngegantiin,menggantikan
trsa,terasa
khadirannya,kehadirannya
hayalanku,khayalanku
surgaa,surga
kakkkkk,kakak
rinduuuuuuuuu,rindu
terangkhn,terangkan
bgtttt,banget
bngunlah,bangunlah
qu,ku
hiri,hari
sie,sih
benet,benar
gantiin,gantikan
kklau,kalau
acra,acara
bnerr,benar
emk,emak
temenn,teman
pngenn,ingin
terkenall,terkenal
ajhh,saja
sungguh2,sungguh sungguh
dimusiumin,dimuseumkan
bntu,bantu
kangem,kangen
amiiin,amin
lahhh,lah
biasa2,biasa biasa
mnrtkuu,menurutku
wajiiib,wajib
aaaammmiiiinnnn,amin
dtnggu,ditunggu
kunjungin,kunjungi
lagiiii,lagi
waktunyaaa,waktunya
diluangin,diluangkan
mimin,admin
istimewaaa,istimewa
donkk,dong
kejawab,terjawab
yaaaa,ya
seru2an,seru seruan
mohom,mohon
kebalas,terbalas
nyempetin,menyempatkan
wktunya,waktunya
kaaaa,kakak
namain,menamai
ijap,ijab
kobul,kabul
inggat,ingat
sanggat,sangat
siipp,sip
laa,lah
hdp,hidup
kedpan,ke depan
mndaptkan,mendapatkan
"nutup""in",menutup nutupi
kakkk,kakak
za,saja
mulut2,mulut mulut
peengn,ingin
muantteepp,mantap
mrit,menikah
ngapasih,kenapa sih
segitunya,sebegitunya
fto,foto
slamt,selamat
nantiii,nanti
edaaan,edan
tunggu2,tunggu tunggu
ciyeeeeeee,cie
lairannya,kelahirannya
jmnya,jamnya
ajha,saja
nyaaaa,nya
amiien,amin
terbaikkk,terbaik
ayahh,ayah
mrekaaaa,mereka
yaampuuuunnnn,ya ampun
nyanyiin,menyanyikan
ahhh,ah
tempt,tempat
asyikkkkk,asyik
iriiiii,iri
naaaaahh,nah
kka,kakak
gossip2an,saling menggosip
makkk,emak
pengennn,ingin
gilzz,gila
nyaru,menyaru
gilaaa,gila
kebarat2an,kebarat baratan
mlu,malu
payahh,payah
ntaf,mantap
milikin,memiliki
sukaaaa,suka
sukaaaaaa,suka
mehoonggggg,mahal
apikkkk,bagus
yach,ya
kereenn,keren
ginii,begini
ayoook,ayo
yoiii,iya
gituuu,begitu
liptsk,lipstik
nyeplak,menjiplak
kmarin,kemarin
mengncang,mengencang
tauu,tau
skitar,sekitar
ats,atas
heii,hai
diputusin,diputus
pcrnya,pacarnya
mnjual,menjual
kkak,kakak
rekomendasiin,rekomendasikan
sihhh,sih
cooocok,cocok
mamanyy,mamanya
bosenin,membosankan
sey,sih
banger,banget
kaa,kakak
eakyu,waktu
cntik,cantik
kakanya,kakaknya
doeloe,dulu
cantikkkk,cantik
bngtt,banget
iyak,iya
malh,malah
gag,enggak
fhotonya,fotonya
bleh,boleh
tanteny,tantenya
sklinyaa,sekalinya
dramaa,drama
niiih,nih
bisaa,bisa
yuwkkk,ayo
editannn,editan
mai,mau
pastii,pasti
bisaaa,bisa
kejuu,keju
kmauan,kemauan
ahhhh,ah
yuuuuk,ayo
disiniii,di sini
cobaa,coba
ajaaa,saja
tuhhh,itu
amploppp,amplop
sayangg',sayang
nantii,nanti
aminnnnn,amin
yukkkk,ayo
nged,banget
nantik,nanti
ksitu,ke situ
bangeett,banget
liad,lihat
biasahhh,biasa
tutorialx,tutorialnya
dpke,dipakai
fhoto,foto
binggo,banget
rekomndd,rekomended
wado,waduh
guaa,gue
yaakkk,ya
bangetttttyt,banget
bangettttt,banget
bangg,abang
kangeeeeeeeeennnnnnnn,kangen
kaliannnnnn,kalian
rinduuuuuuuuuu,rindu
kangennnnnmnnnnnnnnnnnnnnnnn,kangen
kaliannnnnm,kalian
kangeeeeeeeeeeennnnn,kangen
